    Step 	 <(r-r')^2> 	 <(v-v')^2> 
1908	9.32322	1.66195
1909	9.21447	1.66343
1910	9.33342	1.66551
1911	9.22716	1.66785
1912	9.22806	1.67031
1913	9.25736	1.67297
1914	9.25825	1.67554
1915	9.25915	1.67907
1916	9.21041	1.68427
1917	9.19593	1.69103
1918	9.15923	1.6985
1919	9.1024	1.70585
1920	9.15413	1.71317
1921	9.11924	1.7206
1922	9.12666	1.72785
1923	9.14565	1.73476
1924	9.13381	1.74123
1925	9.13452	1.74718
1926	9.05815	1.75272
1927	9.0776	1.75807
1928	9.07829	1.76334
1929	9.07975	1.76845
1930	9.08043	1.77317
1931	9.08115	1.77722
1932	9.0448	1.7803
1933	9.04545	1.78221
1934	8.97009	1.78261
1935	9.03849	1.78102
1936	9.04289	1.77756
1937	9.05044	1.77312
1938	9.05119	1.76871
1939	9.05199	1.76439
1940	9.05283	1.75943
1941	9.18614	1.75472
1942	9.18704	1.74965
1943	9.18797	1.74419
1944	9.18895	1.73868
1945	9.18998	1.73343
1946	9.14518	1.72861
1947	9.12372	1.72394
1948	9.10398	1.71893
1949	9.06708	1.7134
1950	9.12793	1.70783
1951	9.12911	1.70271
1952	9.13034	1.69821
1953	9.17265	1.6944
1954	9.17396	1.69125
1955	9.22089	1.6886
1956	9.21505	1.68644
1957	9.16327	1.68459
1958	9.16461	1.68306
1959	9.13505	1.68252
1960	9.13649	1.68341
1961	9.13795	1.68545
1962	9.12139	1.68784
1963	9.14064	1.69042
1964	9.14219	1.69396
1965	9.18689	1.699
1966	9.16835	1.70552
1967	9.17002	1.71292
1968	9.1717	1.72047
1969	9.21598	1.728
1970	9.2177	1.73536
1971	9.21943	1.74223
1972	9.22118	1.74804
1973	9.22294	1.7524
1974	9.32007	1.75585
1975	9.26507	1.75919
1976	9.26666	1.76283
1977	9.34786	1.76682
1978	9.36729	1.77117
1979	9.3688	1.776
1980	9.36979	1.78131
1981	9.37124	1.78702
1982	9.44422	1.79309
1983	9.47426	1.79953
1984	9.47564	1.80641
1985	9.58102	1.81371
1986	9.56311	1.82139
1987	9.55172	1.82917
1988	9.61164	1.83679
1989	9.61282	1.84417
1990	9.61401	1.84924
1991	9.63829	1.85293
1992	9.5673	1.85618
1993	9.56693	1.85893
1994	9.68606	1.861
1995	9.78592	1.86185
1996	9.78038	1.86095
1997	9.80188	1.85914
1998	9.80257	1.85727
1999	9.80328	1.8556
2000	9.76362	1.85392
2001	9.67943	1.85169
2002	9.65163	1.84843
2003	9.65219	1.84396
2004	9.65277	1.8385
2005	9.65334	1.83206
2006	9.65927	1.82451
2007	9.65541	1.81619
2008	9.58323	1.80767
2009	9.5747	1.79985
2010	9.67364	1.79351
2011	9.67399	1.789
2012	9.67434	1.78567
2013	9.67471	1.7822
2014	9.65413	1.7792
2015	9.58829	1.77729
2016	9.58876	1.77643
2017	9.63832	1.77659
2018	9.73251	1.77781
2019	9.69691	1.77999
2020	9.81077	1.78285
2021	9.74877	1.78593
2022	9.90954	1.7887
2023	9.98082	1.79059
2024	10.0812	1.79093
2025	10.1113	1.78963
2026	10.1318	1.7868
2027	10.1322	1.78296
2028	10.1326	1.779
2029	10.1792	1.77559
2030	10.1796	1.77312
2031	10.1149	1.77142
2032	10.1152	1.77022
2033	10.1018	1.76982
2034	10.1021	1.77031
2035	10.0235	1.77154
2036	10.1668	1.77289
2037	10.1371	1.77415
2038	10.1375	1.77578
2039	9.96743	1.77773
2040	9.96779	1.77973
2041	10.0301	1.78172
2042	10.0304	1.78371
2043	10.0308	1.78581
2044	10.0558	1.7881
2045	10.1127	1.79038
2046	10.1704	1.79253
2047	10.1987	1.79468
2048	10.2758	1.79686
2049	10.2884	1.79888
2050	10.2886	1.80039
2051	10.2888	1.80112
2052	10.4067	1.80131
2053	10.4955	1.80141
2054	10.4956	1.80198
2055	10.5084	1.80337
2056	10.4286	1.80526
2057	10.4237	1.80663
2058	10.4237	1.80683
2059	10.3527	1.80498
2060	10.4967	1.80176
2061	10.4966	1.79795
2062	10.5026	1.79378
2063	10.4936	1.78957
2064	10.7233	1.78568
2065	10.7397	1.7824
2066	10.712	1.77987
2067	10.7117	1.77815
2068	10.7115	1.77721
2069	10.7319	1.77699
2070	10.6509	1.77731
2071	10.6687	1.7778
2072	10.781	1.77812
2073	10.7717	1.77803
2074	10.7587	1.77761
2075	10.7586	1.77729
2076	10.5215	1.77719
2077	10.5712	1.77634
2078	10.5713	1.77495
2079	10.6224	1.77379
2080	10.6225	1.77329
2081	10.6226	1.77341
2082	10.6228	1.77255
2083	10.5942	1.7694
2084	10.6152	1.76381
2085	10.7275	1.7573
2086	10.7632	1.7515
2087	10.7633	1.74698
2088	10.7633	1.74386
2089	10.7634	1.742
2090	10.7635	1.74111
2091	10.7833	1.74082
2092	10.751	1.74077
2093	10.8554	1.74066
2094	10.7884	1.74027
2095	10.8165	1.73937
2096	10.7137	1.73767
2097	10.7136	1.73425
2098	10.7135	1.72903
2099	10.6315	1.72297
2100	10.7803	1.71635
2101	10.7986	1.70939
2102	10.7985	1.70249
2103	10.7984	1.69591
2104	10.7983	1.68963
2105	10.7983	1.68352
2106	10.74	1.67761
2107	10.74	1.67205
2108	10.836	1.66698
2109	10.8185	1.66248
2110	10.8185	1.6586
2111	10.7835	1.65528
2112	10.8516	1.65249
2113	10.9078	1.65015
2114	10.9078	1.64831
2115	10.9078	1.64707
2116	10.9047	1.64649
2117	10.988	1.64647
2118	10.9879	1.64669
2119	10.9878	1.64661
2120	11.004	1.64589
2121	11.004	1.64471
2122	10.9919	1.64372
2123	11.0344	1.64386
2124	11.0342	1.64571
2125	11.024	1.6492
2126	11.0465	1.65374
2127	11.1608	1.65857
2128	11.1608	1.66335
2129	11.1608	1.66828
2130	11.2025	1.67248
2131	11.1307	1.6762
2132	11.1903	1.68004
2133	11.202	1.68404
2134	11.1802	1.68804
2135	11.1802	1.69152
2136	11.0982	1.69369
2137	11.0983	1.69513
2138	11.281	1.69591
2139	11.331	1.69589
2140	11.3311	1.69518
2141	11.3312	1.69393
2142	11.3314	1.69218
2143	11.3593	1.68993
2144	11.367	1.68706
2145	11.5242	1.6834
2146	11.5183	1.67903
2147	11.5857	1.67407
2148	11.5856	1.66864
2149	11.5367	1.66304
2150	11.5367	1.65766
2151	11.6297	1.65277
2152	11.6296	1.64849
2153	11.5778	1.6448
2154	11.5927	1.64164
2155	11.5861	1.63884
2156	11.5859	1.63566
2157	11.5869	1.6317
2158	11.6246	1.62756
2159	11.6244	1.62343
2160	11.6761	1.61933
2161	11.6701	1.61563
2162	11.6912	1.61288
2163	11.691	1.61124
2164	11.7168	1.61069
2165	11.6197	1.61111
2166	11.6187	1.61194
2167	11.6995	1.61187
2168	11.7872	1.60979
2169	11.7865	1.60747
2170	11.7479	1.60517
2171	11.7471	1.60267
2172	11.8322	1.60039
2173	11.9088	1.59869
2174	11.9079	1.59748
2175	11.9236	1.59673
2176	11.9066	1.59663
2177	11.9056	1.59678
2178	12.0546	1.59605
2179	12.0537	1.59479
2180	12.0527	1.59322
2181	12.0518	1.59171
2182	11.918	1.59107
2183	11.9172	1.59205
2184	11.9164	1.59487
2185	11.8881	1.59863
2186	11.9164	1.60357
2187	11.8429	1.60979
2188	11.9216	1.61666
2189	11.9343	1.62352
2190	11.8993	1.62976
2191	11.8764	1.63507
2192	11.9336	1.63946
2193	11.9769	1.64286
2194	11.9762	1.64496
2195	12.0881	1.64623
2196	12.2555	1.64698
2197	12.1738	1.64755
2198	12.1729	1.64821
2199	12.172	1.6491
2200	12.1398	1.65023
2201	12.0459	1.65168
2202	12.0448	1.65348
2203	12.0436	1.65575
2204	12.0471	1.65862
2205	12.046	1.66162
2206	12.0449	1.6634
2207	12.1277	1.66472
2208	12.1266	1.66531
2209	12.1087	1.66641
2210	12.1077	1.66877
2211	12.0754	1.6724
2212	12.1402	1.67696
2213	12.1244	1.68217
2214	12.1235	1.68752
2215	12.1227	1.69267
2216	12.1023	1.69765
2217	12.1345	1.70286
2218	12.1566	1.70881
2219	12.208	1.71573
2220	12.2073	1.72363
2221	12.2066	1.73251
2222	12.1534	1.74247
2223	12.1281	1.75362
2224	12.1271	1.76589
2225	12.1262	1.77882
2226	12.1328	1.7918
2227	12.1713	1.80453
2228	12.1265	1.8167
2229	12.1257	1.8272
2230	12.0276	1.83614
2231	11.9439	1.84383
2232	11.8905	1.84966
2233	11.8901	1.85331
2234	11.8898	1.85476
2235	11.8895	1.85369
2236	11.8175	1.85033
2237	11.8174	1.84528
2238	11.8693	1.839
2239	11.9019	1.83202
2240	11.9536	1.82502
2241	11.9537	1.81864
2242	11.9539	1.81322
2243	11.9541	1.80885
2244	11.9623	1.80502
2245	12.0079	1.80159
2246	12.0831	1.79913
2247	12.0427	1.7974
2248	12.073	1.79566
2249	12.0734	1.79403
2250	12.1859	1.79316
2251	12.1863	1.7924
2252	12.1315	1.79206
2253	12.093	1.79217
2254	12.0936	1.79267
2255	12.1905	1.7936
2256	12.3512	1.79475
2257	12.3519	1.79596
2258	12.3527	1.79698
2259	12.3536	1.79777
2260	12.4486	1.79868
2261	12.5911	1.79971
2262	12.5921	1.80089
2263	12.614	1.80228
2264	12.6734	1.80379
2265	12.6746	1.80509
2266	12.6758	1.80574
2267	12.6368	1.80525
2268	12.7051	1.8031
2269	12.6811	1.79928
2270	12.6531	1.79419
2271	12.5569	1.7881
2272	12.558	1.78109
2273	12.5591	1.7733
2274	12.6923	1.7651
2275	12.7366	1.75724
2276	12.866	1.75003
2277	12.8272	1.74335
2278	12.8697	1.73711
2279	12.8704	1.73132
2280	12.8711	1.72597
2281	12.8718	1.72098
2282	12.8726	1.71629
2283	12.8733	1.71226
2284	12.9477	1.70868
2285	12.9421	1.70553
2286	12.9428	1.70331
2287	12.9963	1.70254
2288	12.9971	1.70358
2289	12.9686	1.70658
2290	12.9693	1.7114
2291	12.9701	1.71769
2292	12.9709	1.72504
2293	12.9717	1.73307
2294	13.09	1.74145
2295	13.0909	1.74969
2296	13.0958	1.75721
2297	13.0966	1.76363
2298	13.0531	1.76871
2299	13.0539	1.77192
2300	13.0547	1.77223
2301	13.1007	1.76991
2302	13.1621	1.76552
2303	13.1505	1.7594
2304	13.1514	1.75182
2305	13.1524	1.74289
2306	13.1534	1.73271
2307	13.2357	1.72176
2308	13.2026	1.71065
2309	13.2038	1.69988
2310	13.2049	1.68977
2311	13.2061	1.68042
2312	13.2206	1.67149
2313	13.2217	1.66273
2314	13.1944	1.65477
2315	13.297	1.64812
2316	13.2788	1.64285
2317	13.2797	1.63889
2318	13.2805	1.6361
2319	13.2417	1.6341
2320	13.2426	1.63328
2321	13.2228	1.63363
2322	13.2248	1.63449
2323	13.2255	1.63517
2324	13.214	1.63602
2325	13.1996	1.63772
2326	13.2003	1.64014
2327	13.1857	1.64296
2328	13.1863	1.64611
2329	13.187	1.64982
2330	13.1332	1.65453
2331	13.2252	1.66064
2332	13.1943	1.66829
2333	13.1948	1.6756
2334	13.1953	1.68262
2335	13.1764	1.69068
2336	13.1477	1.69914
2337	13.1679	1.70796
2338	13.1682	1.71777
2339	13.2932	1.72789
2340	13.2239	1.73634
2341	13.196	1.74372
2342	13.1961	1.75085
2343	13.2622	1.75753
2344	13.3202	1.76355
2345	13.3202	1.76912
2346	13.3714	1.77449
2347	13.39	1.77974
2348	13.3899	1.78473
2349	13.3574	1.78925
2350	13.38	1.79324
2351	13.4075	1.79673
2352	13.4073	1.7997
2353	13.3628	1.80207
2354	13.4343	1.8038
2355	13.4605	1.80498
2356	13.5201	1.80566
2357	13.4924	1.80575
2358	13.4919	1.80475
2359	13.4042	1.80202
2360	13.1763	1.79764
2361	13.1393	1.79183
2362	13.1126	1.78488
2363	13.131	1.77727
2364	13.1947	1.76946
2365	13.1941	1.7617
2366	13.1934	1.75415
2367	13.252	1.74704
2368	13.119	1.74064
2369	13.1212	1.73508
2370	13.1206	1.73017
2371	13.0058	1.72559
2372	12.8833	1.72151
2373	13.0492	1.71824
2374	12.9737	1.71576
2375	12.9499	1.71382
2376	12.9414	1.7117
2377	12.9864	1.709
2378	13.0194	1.7059
2379	13.0189	1.70082
2380	13.1313	1.69552
2381	13.149	1.69082
2382	13.1308	1.6869
2383	13.182	1.68402
2384	13.2522	1.68239
2385	13.1881	1.68205
2386	13.2054	1.68288
2387	13.205	1.6849
2388	13.2224	1.68799
2389	13.1607	1.69184
2390	13.2081	1.69624
2391	13.2213	1.70091
2392	13.1879	1.70562
2393	13.2512	1.71063
2394	13.2505	1.71618
2395	13.1435	1.7223
2396	13.1427	1.72875
2397	13.1419	1.73481
2398	13.1411	1.7406
2399	13.1404	1.7462
2400	13.0906	1.75169
2401	13.1324	1.75702
2402	13.1318	1.7621
2403	12.9375	1.76683
2404	12.937	1.77119
2405	12.9366	1.77517
2406	12.9362	1.7788
2407	12.9581	1.78198
2408	12.9924	1.78405
2409	12.9921	1.78384
2410	12.9918	1.78142
2411	12.979	1.7776
2412	13.0181	1.77265
2413	12.991	1.76647
2414	12.9908	1.75921
2415	12.9906	1.75114
2416	13.1161	1.74231
2417	13.1523	1.73269
2418	13.1832	1.72271
2419	13.2138	1.71283
2420	13.2474	1.70127
2421	13.3301	1.69012
2422	13.3914	1.68021
2423	13.3913	1.67183
2424	13.4836	1.66483
2425	13.5001	1.65869
2426	13.5	1.65296
2427	13.4916	1.64725
2428	13.4915	1.64121
2429	13.4914	1.63467
2430	13.6164	1.62748
2431	13.6532	1.61933
2432	13.7107	1.61067
2433	13.7828	1.6022
2434	13.8049	1.59452
2435	13.889	1.58796
2436	13.8844	1.5826
2437	13.8843	1.57828
2438	13.8843	1.57476
2439	13.8843	1.57179
2440	13.8843	1.56923
2441	13.8844	1.56696
2442	13.8844	1.56496
2443	13.8845	1.56327
2444	13.9483	1.56208
2445	13.8492	1.56164
2446	13.784	1.56214
2447	13.8514	1.56351
2448	13.8458	1.56507
2449	13.8457	1.5663
2450	13.8638	1.568
2451	13.8726	1.57057
2452	13.8726	1.57406
2453	13.9537	1.57817
2454	13.9536	1.58234
2455	13.9535	1.587
2456	13.9534	1.59293
2457	13.9172	1.60021
2458	13.9451	1.6083
2459	13.9448	1.61713
2460	13.9445	1.62658
2461	13.9443	1.63587
2462	13.9574	1.64405
2463	13.9571	1.6513
2464	13.8732	1.65816
2465	13.8728	1.6652
2466	13.8724	1.67281
2467	13.8721	1.68122
2468	13.8959	1.69047
2469	13.8956	1.70037
2470	13.8771	1.71054
2471	13.8327	1.72064
2472	13.7862	1.73024
2473	13.7541	1.73816
2474	13.8745	1.74432
2475	13.8103	1.7508
2476	13.8282	1.75865
2477	13.8279	1.76781
2478	13.8276	1.7778
2479	13.8527	1.78772
2480	13.8897	1.79736
2481	13.8895	1.80677
2482	13.8894	1.81579
2483	13.9293	1.82442
2484	13.7639	1.83264
2485	13.6163	1.84023
2486	13.6164	1.84689
2487	13.6926	1.85236
2488	13.6926	1.85644
2489	13.6927	1.85937
2490	13.6928	1.86112
2491	13.6609	1.86155
2492	13.6611	1.86056
2493	13.7409	1.85817
2494	13.7412	1.85457
2495	13.6537	1.85001
2496	13.7544	1.84466
2497	13.7328	1.83866
2498	13.7308	1.83208
2499	13.7315	1.82502
2500	13.5764	1.81751
2501	13.5458	1.80939
2502	13.5468	1.80127
2503	13.5781	1.7942
2504	13.5778	1.78871
2505	13.5954	1.78488
2506	13.5966	1.78251
2507	13.5977	1.78122
2508	13.693	1.78011
2509	13.6943	1.77761
2510	13.6957	1.77253
2511	13.6807	1.76597
2512	13.6828	1.75984
2513	13.6844	1.75509
2514	13.686	1.75185
2515	13.6876	1.74986
2516	13.6549	1.74895
2517	13.5214	1.74896
2518	13.523	1.74961
2519	13.5889	1.75085
2520	13.6471	1.75285
2521	13.5542	1.75566
2522	13.6911	1.75914
2523	13.8017	1.763
2524	13.8388	1.76691
2525	13.8199	1.77083
2526	13.8212	1.77483
2527	13.9002	1.77899
2528	13.932	1.7832
2529	13.8425	1.78715
2530	13.8438	1.79085
2531	13.845	1.79425
2532	14.0452	1.79716
2533	14.0463	1.79966
2534	13.9481	1.80213
2535	13.9663	1.80487
2536	13.9803	1.80729
2537	13.9138	1.81022
2538	13.9148	1.81389
2539	13.9549	1.81834
2540	13.9559	1.82358
2541	13.983	1.82951
2542	14.2018	1.83593
2543	14.2042	1.84259
2544	14.2455	1.84943
2545	14.2526	1.85618
2546	14.2536	1.86254
2547	14.2175	1.86835
2548	14.2379	1.87357
2549	14.2892	1.87815
2550	14.3158	1.88198
2551	14.3393	1.88479
2552	14.34	1.88645
2553	14.2818	1.88738
2554	14.1078	1.88855
2555	14.1119	1.89085
2556	14.1501	1.8947
2557	14.1506	1.89978
2558	14.1512	1.90474
2559	14.1517	1.90916
2560	14.2412	1.91142
2561	14.2418	1.91001
2562	14.2331	1.90854
2563	14.2059	1.90835
2564	14.1849	1.90904
2565	14.1855	1.91011
2566	14.186	1.91145
2567	14.1866	1.91288
2568	14.1872	1.91412
2569	14.2308	1.91505
2570	14.1263	1.91559
2571	13.9984	1.91476
2572	13.9735	1.91284
2573	13.9566	1.9102
2574	13.9573	1.90624
2575	13.9579	1.90031
2576	13.9586	1.89277
2577	13.9593	1.88489
2578	13.9987	1.87761
2579	13.8706	1.87117
2580	14.0867	1.86549
2581	14.0873	1.86073
2582	14.05	1.85675
2583	14.0739	1.85304
2584	14.0747	1.84967
2585	14.0776	1.84664
2586	13.9779	1.84402
2587	13.9787	1.84177
2588	13.9859	1.83961
2589	13.9392	1.83761
2590	13.94	1.83601
2591	13.8563	1.83493
2592	13.9307	1.83453
2593	13.9315	1.83505
2594	13.9323	1.83679
2595	13.9331	1.83998
2596	14.0288	1.84454
2597	14.0296	1.84991
2598	14.0305	1.8552
2599	14.0315	1.86066
2600	14.0324	1.86573
2601	14.0355	1.86964
2602	13.977	1.87178
2603	13.9173	1.87188
2604	13.9183	1.86988
2605	13.9194	1.86629
2606	13.9205	1.86154
2607	13.8826	1.85577
2608	13.8831	1.84916
2609	13.8516	1.84218
2610	13.8528	1.83517
2611	13.8271	1.82818
2612	13.8281	1.82112
2613	13.8293	1.81394
2614	13.8647	1.80654
2615	13.9057	1.79896
2616	13.9265	1.79158
2617	13.8601	1.78478
2618	13.8611	1.77903
2619	13.7961	1.77438
2620	13.774	1.77046
2621	13.7934	1.7674
2622	13.8674	1.7656
2623	13.7612	1.76492
2624	13.7613	1.76498
2625	13.7625	1.76532
2626	13.7637	1.76536
2627	13.7636	1.76486
2628	13.7649	1.76406
2629	13.7603	1.7632
2630	13.7979	1.76251
2631	13.8437	1.7621
2632	13.8449	1.76217
2633	13.8179	1.76298
2634	13.8189	1.7644
2635	13.5299	1.76632
2636	13.5023	1.76931
2637	13.4783	1.77304
2638	13.5079	1.77652
2639	13.4698	1.77906
2640	13.5236	1.78084
2641	13.4971	1.78246
2642	13.5353	1.78431
2643	13.557	1.78647
2644	13.5577	1.78911
2645	13.5798	1.79236
2646	13.6194	1.79604
2647	13.6201	1.79951
2648	13.6208	1.80243
2649	13.493	1.80546
2650	13.4938	1.80861
2651	13.5494	1.81147
2652	13.6014	1.81368
2653	13.6126	1.81517
2654	13.5082	1.8159
2655	13.6354	1.816
2656	13.6362	1.81576
2657	13.6128	1.81545
2658	13.6316	1.8152
2659	13.6325	1.81496
2660	13.6334	1.81448
2661	13.6393	1.81325
2662	13.6352	1.81157
2663	13.6362	1.80946
2664	13.6817	1.80675
2665	13.673	1.80353
2666	13.6741	1.79991
2667	13.8195	1.7959
2668	13.7941	1.7923
2669	13.8013	1.78964
2670	13.7713	1.78828
2671	13.732	1.78817
2672	13.733	1.78905
2673	13.734	1.79111
2674	13.6993	1.79427
2675	13.6226	1.7982
2676	13.6685	1.80242
2677	13.6435	1.80647
2678	13.5278	1.81033
2679	13.5417	1.81406
2680	13.4755	1.81773
2681	13.5084	1.82118
2682	13.6375	1.82437
2683	13.7676	1.82728
2684	13.8362	1.82991
2685	13.837	1.83227
2686	13.7643	1.83443
2687	13.7648	1.83631
2688	13.7469	1.83774
2689	13.7027	1.83861
2690	13.6083	1.83878
2691	13.6048	1.83813
2692	13.6051	1.83671
2693	13.5934	1.83479
2694	13.5619	1.8327
2695	13.562	1.8304
2696	13.5622	1.8278
2697	13.5623	1.82482
2698	13.5624	1.82107
2699	13.5625	1.81599
2700	13.5626	1.80931
2701	13.5561	1.80128
2702	13.5854	1.7926
2703	13.7005	1.78392
2704	13.6945	1.77541
2705	13.6945	1.76712
2706	13.6946	1.75941
2707	13.6947	1.75232
2708	13.8085	1.7455
2709	13.7353	1.73684
2710	13.791	1.72753
2711	13.8011	1.71838
2712	13.8011	1.70947
2713	13.8265	1.7005
2714	13.8355	1.69109
2715	13.9213	1.68126
2716	13.9458	1.67135
2717	13.9733	1.66159
2718	13.9733	1.65217
2719	14.0424	1.64318
2720	14.06	1.63477
2721	14.06	1.62747
2722	14.0599	1.62188
2723	14.0599	1.61826
2724	14.0531	1.61652
2725	13.9988	1.6162
2726	13.9986	1.61693
2727	14.1182	1.61864
2728	14.1721	1.62103
2729	14.2521	1.62345
2730	14.2087	1.62541
2731	14.2084	1.62685
2732	14.266	1.6277
2733	14.2596	1.62808
2734	14.2593	1.62852
2735	14.2478	1.62955
2736	14.2417	1.63144
2737	14.2826	1.63425
2738	14.2324	1.63778
2739	14.2319	1.64181
2740	14.2314	1.64635
2741	14.1612	1.65133
2742	14.0895	1.6561
2743	14.0888	1.66046
2744	14.2321	1.66466
2745	14.2313	1.66879
2746	14.3071	1.67296
2747	14.2772	1.67727
2748	14.2763	1.68178
2749	14.2754	1.68644
2750	14.316	1.69108
2751	14.3151	1.69528
2752	14.3142	1.69799
2753	14.3286	1.69893
2754	14.3277	1.69803
2755	14.1781	1.69572
2756	14.2604	1.69269
2757	14.2596	1.68934
2758	14.2968	1.68589
2759	14.2961	1.68246
2760	14.2966	1.67928
2761	14.4313	1.67664
2762	14.3968	1.67494
2763	14.3963	1.67434
2764	14.2666	1.67465
2765	14.253	1.67483
2766	14.2325	1.67331
2767	14.2322	1.66956
2768	14.2623	1.66449
2769	14.2098	1.65904
2770	14.2257	1.65366
2771	14.2257	1.64914
2772	14.2433	1.64566
2773	14.2433	1.64458
2774	14.2534	1.64655
2775	14.2535	1.65132
2776	14.2536	1.65816
2777	14.2538	1.66473
2778	14.2308	1.66991
2779	14.2366	1.67517
2780	14.3131	1.67971
2781	14.2016	1.68302
2782	14.3005	1.68631
2783	14.3734	1.68939
2784	14.3737	1.69135
2785	14.536	1.6916
2786	14.5605	1.69057
2787	14.5609	1.68858
2788	14.5614	1.68627
2789	14.6146	1.68412
2790	14.5746	1.68235
2791	14.5751	1.68098
2792	14.5756	1.67995
2793	14.5761	1.6791
2794	14.6029	1.67798
2795	14.5465	1.67657
2796	14.6334	1.67519
2797	14.5929	1.67419
2798	14.6181	1.67385
2799	14.6932	1.67413
2800	14.6937	1.67499
2801	14.6942	1.67666
2802	14.7011	1.67937
2803	14.7016	1.68321
2804	14.7021	1.68794
2805	14.7261	1.69324
2806	14.6713	1.69951
2807	14.7077	1.70709
2808	14.7083	1.71605
2809	14.7278	1.72609
2810	14.7223	1.73666
2811	14.6748	1.74756
2812	14.7192	1.75875
2813	14.7069	1.77011
2814	14.7454	1.78145
2815	14.7458	1.79238
2816	14.7463	1.80234
2817	14.7469	1.81078
2818	14.8234	1.81727
2819	14.8298	1.82157
2820	14.8278	1.82373
2821	14.8284	1.82417
2822	14.9691	1.82332
2823	14.9722	1.8216
2824	14.9728	1.81943
2825	14.9734	1.81719
2826	14.9417	1.81524
2827	14.9288	1.81395
2828	14.9548	1.81364
2829	14.8408	1.81438
2830	14.8355	1.81612
2831	14.7752	1.81879
2832	14.7756	1.82211
2833	14.7973	1.82553
2834	14.7978	1.82849
2835	14.7881	1.83099
2836	14.7886	1.83402
2837	14.7948	1.83802
2838	14.8344	1.8431
2839	14.7994	1.84927
2840	14.7927	1.85606
2841	14.8297	1.86291
2842	14.8033	1.86994
2843	14.822	1.8773
2844	14.9551	1.88486
2845	14.9554	1.89238
2846	14.9558	1.89951
2847	14.7431	1.90602
2848	14.7434	1.91177
2849	14.7197	1.91659
2850	14.72	1.92018
2851	14.7763	1.92233
2852	14.8178	1.92279
2853	14.9279	1.92093
2854	14.9049	1.91764
2855	14.843	1.91348
2856	14.89	1.90841
2857	14.946	1.902
2858	14.9463	1.89426
2859	14.9621	1.88608
2860	14.9623	1.87797
2861	14.958	1.86997
2862	14.9583	1.86264
2863	14.9864	1.85653
2864	14.9867	1.85179
2865	15.016	1.84833
2866	14.9157	1.84586
2867	14.8716	1.84389
2868	15.0057	1.84193
2869	14.9916	1.83959
2870	15.3506	1.83665
2871	15.3513	1.8332
2872	15.3626	1.82945
2873	15.331	1.82562
2874	15.1409	1.82126
2875	15.197	1.81597
2876	15.1975	1.81104
2877	15.3128	1.80652
2878	15.4561	1.80227
2879	15.4564	1.79916
2880	15.4527	1.79751
2881	15.448	1.79736
2882	15.4485	1.79873
2883	15.7149	1.80131
2884	15.7063	1.80478
2885	15.7067	1.80919
2886	15.7071	1.81373
2887	15.7075	1.81793
2888	15.708	1.82144
2889	15.7084	1.82338
2890	15.602	1.8233
2891	15.6525	1.82181
2892	15.6201	1.81965
2893	15.6245	1.81728
2894	15.625	1.81481
2895	15.6453	1.81226
2896	15.6459	1.80988
2897	15.6465	1.80796
2898	15.6787	1.80645
2899	15.6794	1.80443
2900	15.8038	1.80217
2901	15.8549	1.79997
2902	15.788	1.79787
2903	15.7887	1.79627
2904	15.8042	1.79511
2905	15.8785	1.79415
2906	15.8667	1.79346
2907	15.8674	1.79327
2908	15.8681	1.7936
2909	15.8632	1.79408
2910	15.8518	1.79412
2911	15.8525	1.79392
2912	15.8383	1.79398
2913	15.8609	1.79438
2914	15.8895	1.79534
2915	15.8456	1.79697
2916	15.8298	1.79897
2917	15.7982	1.80068
2918	15.8024	1.80125
2919	15.779	1.80042
2920	15.8025	1.79822
2921	15.8233	1.79458
2922	15.8553	1.78889
2923	15.8558	1.78116
2924	15.8564	1.77117
2925	15.8569	1.75887
2926	15.5755	1.7449
2927	15.6087	1.73043
2928	15.8153	1.71666
2929	15.8162	1.70448
2930	15.8618	1.69435
2931	15.8627	1.68637
2932	15.8037	1.68031
2933	15.9492	1.67585
2934	15.9501	1.67264
2935	15.9631	1.67019
2936	15.9641	1.66794
2937	15.8914	1.66568
2938	15.8924	1.66343
2939	15.9663	1.6609
2940	16.0295	1.65782
2941	16.0305	1.65424
2942	16.0275	1.65027
2943	16.0285	1.64609
2944	16.1738	1.64248
2945	16.1482	1.64011
2946	16.1491	1.6392
2947	16.15	1.63987
2948	16.2396	1.64224
2949	16.3437	1.64605
2950	16.2669	1.65063
2951	16.2677	1.65433
2952	16.229	1.6569
2953	16.2439	1.65977
2954	16.0196	1.6632
2955	16.1115	1.66652
2956	16.1244	1.67004
2957	16.0872	1.67366
2958	16.0534	1.67745
2959	16.0543	1.68144
2960	16.0485	1.68519
2961	16.0924	1.6881
2962	16.0933	1.69103
2963	16.0943	1.6939
2964	16.0953	1.69661
2965	16.0964	1.69912
2966	16.0195	1.70157
2967	16.0204	1.70418
2968	16.0625	1.70698
2969	16.0857	1.70995
2970	16.1118	1.71318
2971	16.1673	1.71651
2972	16.168	1.71956
2973	16.1687	1.72182
2974	16.0303	1.72282
2975	16.031	1.72245
2976	16.0146	1.72098
2977	16.0152	1.71873
2978	16.0158	1.71576
2979	16.1709	1.71176
2980	16.0987	1.70668
2981	16.0717	1.70067
2982	15.9375	1.69404
2983	15.9377	1.68714
2984	15.9942	1.68025
2985	16.0446	1.67368
2986	16.0447	1.66727
2987	15.9959	1.65954
2988	16.0296	1.6503
2989	16.0937	1.64001
