    Step 	 temperature 	 pressure 	 Potential Energy 	 Kinetic Energy 	 Sum Energy
     372	 2.00351	 1.03003	        -12960.9	         12317.6	        -643.379
     373	  2.0034	 1.03211	        -12960.2	         12316.8	        -643.342
     374	 2.00249	 1.03658	        -12954.7	         12311.3	        -643.338
     375	 2.00093	 1.04314	        -12944.9	         12301.7	        -643.181
     376	 1.99911	 1.05058	        -12933.5	         12290.5	        -642.919
     377	 1.99758	 1.05723	          -12924	         12281.1	        -642.897
     378	 1.99638	 1.06288	        -12916.9	         12273.7	        -643.169
     379	   1.995	 1.06906	        -12908.7	         12265.3	        -643.411
     380	 1.99296	 1.07718	        -12896.2	         12252.7	        -643.446
     381	 1.99023	 1.08721	        -12879.2	           12236	         -643.26
     382	 1.98735	 1.09758	        -12861.2	         12218.3	        -642.951
     383	 1.98507	 1.10598	          -12847	         12204.3	         -642.75
     384	 1.98389	 1.11089	        -12839.8	           12197	         -642.79
     385	 1.98374	 1.11247	        -12839.1	         12196.1	        -642.992
     386	 1.98418	 1.11198	        -12841.9	         12198.8	        -643.156
     387	 1.98481	 1.11055	        -12845.8	         12202.6	        -643.172
     388	 1.98555	 1.10833	        -12850.3	         12207.2	        -643.092
     389	 1.98658	 1.10481	        -12856.5	         12213.5	        -642.991
     390	 1.98814	 1.09933	          -12866	         12223.1	        -642.879
     391	 1.99042	 1.09131	          -12880	         12237.1	        -642.853
     392	 1.99338	 1.08097	        -12898.3	         12255.3	        -643.032
     393	 1.99651	 1.06987	        -12917.9	         12274.6	        -643.305
     394	 1.99913	 1.06023	        -12934.1	         12290.7	        -643.469
     395	 2.00077	 1.05354	        -12944.2	         12300.7	        -643.475
     396	 2.00138	 1.05012	        -12947.8	         12304.5	        -643.369
     397	 2.00116	 1.04942	        -12946.5	         12303.1	        -643.333
     398	 2.00022	 1.05123	        -12940.8	         12297.4	        -643.471
     399	  1.9984	 1.05614	        -12929.7	         12286.2	        -643.501
     400	 1.99572	 1.06413	        -12913.1	         12269.7	        -643.363
     401	 1.99254	 1.07411	        -12893.4	         12250.2	         -643.23
     402	 1.98929	 1.08485	        -12873.3	         12230.2	        -643.085
     403	 1.98635	 1.09513	        -12855.2	         12212.1	        -643.076
     404	 1.98382	 1.10461	        -12839.8	         12196.6	        -643.221
     405	 1.98148	 1.11386	        -12825.5	         12182.2	        -643.336
     406	 1.97914	 1.12329	        -12811.2	         12167.8	        -643.336
     407	 1.97691	 1.13251	        -12797.4	         12154.1	        -643.258
     408	 1.97505	 1.14055	        -12785.9	         12142.7	        -643.184
     409	 1.97392	 1.14637	        -12778.8	         12135.7	         -643.08
     410	 1.97387	 1.14883	        -12778.4	         12135.5	        -642.914
     411	 1.97526	 1.14682	        -12786.9	           12144	        -642.903
     412	 1.97804	 1.14048	        -12804.2	         12161.1	        -643.089
